Gender,Age,Married,Number_of_Dependents,City,avg_age,avg_monthly_charge,avg_total_charge
Female,79,No,0,"Point Reyes Station",79.0000,80.85,751.65
Female,64,No,0,"Los Angeles",64.0000,38.38333333333333,629.5833333333334
Female,65,No,0,"Santa Barbara",65.0000,91.3,4126.35
Female,51,No,0,Banning,51.0000,54.75,2348.45
Female,33,Yes,3,"San Francisco",33.0000,19.75,948.9
Male,53,Yes,0,Orange,53.0000,90.35,4614.55
Male,21,Yes,1,"Santa Ana",21.0000,54.65,2553.7
Male,38,Yes,3,Sanger,38.0000,20.2,1068.15
Male,64,No,0,"San Diego",64.0000,96.3,2182.15
Male,67,No,0,"Los Gatos",67.0000,89.5,477.7
Male,37,No,1,Burbank,37.0000,19.3,19.3
Male,34,Yes,0,"San Bernardino",34.0000,109.75,6110.2
Male,42,No,0,Honeydew,42.0000,19.45,19.45
Female,22,No,0,Penryn,22.0000,44.45,82.7
Male,79,Yes,0,Glenn,79.0000,94.25,6081.4
Female,52,No,5,"Santa Barbara",52.0000,40.25,411.45
Female,33,Yes,0,Petaluma,33.0000,50.2,1815.3
Female,74,No,0,Ontario,74.0000,79.5,2665
Female,47,No,0,Temecula,47.0000,93.5,362.2
Female,30,No,0,"Newport Beach",30.0000,94.75,5121.75
Female,73,Yes,0,Escondido,73.0000,60.05,1679.4
Female,50,Yes,2,Eureka,50.0000,25,300.7
Male,51,Yes,3,Sacramento,51.0000,19.35,152.6
Male,53,No,0,Oakhurst,53.0000,35.25,35.25
Male,42,Yes,3,Westport,42.0000,115.85,6567.9
Female,49,Yes,0,Pasadena,49.0000,24.7,780.2
Male,32,Yes,0,Whittier,32.0000,75.35,75.35
Male,40,No,3,"Imperial Beach",40.0000,55.35,449.75
Male,74,Yes,0,Castroville,74.0000,98.85,4564.9
Male,39,Yes,0,Lockwood,39.0000,59.8,3561.15
Male,65,Yes,0,Carson,65.0000,89.75,1938.9
Male,26,No,0,Ventura,26.0000,19.9,791.15
Male,37,Yes,2,"San Dimas",37.0000,20.3,40.25
Male,24,Yes,1,"Huntington Beach",24.0000,20.05,746.75
Male,55,No,3,Glendale,55.0000,20.8,460.2
Male,59,No,0,Guinda,59.0000,79.55,79.55
Female,77,No,0,"Junction City",77.0000,20.35,369.6
Male,45,No,0,Riverside,45.0000,50.5,147.75
Male,63,No,1,Spreckels,63.0000,19.95,1269.1
Male,56,No,0,Bakersfield,56.0000,84.9,2516.2
Male,39,No,0,Richmond,39.0000,25.1,1697.7
Female,30,Yes,2,"Dana Point",30.0000,45.45,411.75
Female,80,No,0,"Mountain View",80.0000,70.05,3062.45
Female,74,No,0,"Rio Dell",74.0000,25.2,25.2
Female,19,No,0,Gridley,19.0000,71.1,1247.75
Male,70,Yes,0,"Pauma Valley",70.0000,95.9,2745.2
Male,41,Yes,0,"Santa Barbara",41.0000,89.85,6562.9
Female,43,Yes,1,Salinas,43.0000,20.1,682.1
Male,19,No,0,Colfax,19.0000,24.3,38.45
Female,73,Yes,0,"San Jose",73.0000,109.35,4733.8
Female,63,No,0,Vacaville,63.0000,20.55,187.35
Male,31,Yes,0,Hemet,31.0000,106.8,5498.8
Male,64,Yes,2,"Santa Monica",64.0000,85.45,2289.9
Female,28,No,2,"El Dorado",28.0000,61.2,125.95
Female,80,No,0,"San Jose",80.0000,89.15,1496.9
Female,22,No,0,Corcoran,22.0000,48.6,48.6
Male,22,Yes,2,Dorris,22.0000,59.65,867.1
Female,33,No,0,Fiddletown,33.0000,19.95,38.15
Female,59,No,0,"Santa Monica",59.0000,54.3,654.5
Female,56,No,1,"Newport Beach",56.0000,46,221.7
Male,63,Yes,0,Vacaville,63.0000,96.4,4911.05
Male,31,Yes,1,"San Jose",31.0000,67.6,2000.2
Female,47,Yes,0,Orange,47.0000,19.8,1336.65
Female,59,Yes,0,Shandon,59.0000,80.45,5737.6
Female,63,No,0,"Loma Linda",63.0000,25.45,134.75
Male,53,Yes,3,Richvale,53.0000,48.9,3527
Male,34,No,0,Fawnskin,34.0000,29.15,29.15
Female,31,No,0,"San Joaquin",31.0000,89.2,2383.6
Female,59,Yes,3,Orick,59.0000,24.05,1709.15
Male,27,No,0,Madera,27.0000,69.55,69.55
Male,35,No,0,Valyermo,35.0000,55.65,1653.85
Male,35,Yes,2,Somerset,35.0000,94.55,6078.75
Female,44,Yes,2,Lafayette,44.0000,19.75,1311.6
Male,23,Yes,2,"San Bernardino",23.0000,89.1,5411.65
Male,50,Yes,0,"San Bernardino",50.0000,107.75,4882.8
Female,70,No,0,Perris,70.0000,74.2,74.2
Female,59,Yes,2,"Upper Lake",59.0000,50.95,2610.65
Male,61,Yes,2,"Nevada City",61.0000,20.25,439.75
Female,54,No,0,"Buena Park",54.0000,58.35,4214.25
Female,35,Yes,1,Georgetown,35.0000,19.85,854.8
Male,20,No,0,Pasadena,20.0000,25.05,949.85
Male,23,No,0,Hayward,23.0000,68.7,1416.2
Male,58,Yes,0,"South El Monte",58.0000,109.95,7852.4
Male,28,Yes,0,Orangevale,28.0000,103.7,5071.05
Female,56,Yes,3,Standish,56.0000,20.85,272.35
Female,71,Yes,1,Pomona,71.0000,85.35,1961.6
Male,45,No,0,Woodbridge,45.0000,50.15,50.15
Female,80,No,0,Bradley,80.0000,70.15,70.15
Female,19,Yes,0,Downey,19.0000,50.3,355.1
Female,43,No,0,Sunnyvale,43.0000,60,487.75
Male,61,No,1,"Santa Cruz",61.0000,20.35,178.7
Male,62,Yes,1,"Palo Verde",62.0000,24.8,1514.85
Male,20,No,0,"Mad River",20.0000,65.05,1427.55
Female,47,No,0,Cayucos,47.0000,50.35,1277.5
Male,38,Yes,0,Samoa,38.0000,70,70
Male,27,Yes,0,Bell,27.0000,93.8,2939.8
Female,65,No,0,Oakland,65.0000,20.05,91.45
Female,24,Yes,0,"Pacific Palisades",24.0000,20.65,1057
Female,66,Yes,0,"Los Angeles",66.0000,39.3,1637.4
Female,23,Yes,0,Forestville,23.0000,66.8,4689.15
Female,48,No,0,Arcata,48.0000,75.55,2680.15
Male,28,Yes,1,Sacramento,28.0000,74.6,74.6
Male,77,No,0,Redlands,77.0000,98.4,4187.75
Male,31,No,0,"Valley Ford",31.0000,20.5,402.85
Male,35,Yes,0,"Los Angeles",35.0000,72.57499999999999,2847.075
Female,47,No,0,Sacramento,47.0000,79.8,4526.85
Male,57,Yes,0,Woodacre,57.0000,80.85,866.45
Female,28,No,0,Berkeley,28.0000,20.35,617.35
Female,26,Yes,3,Tujunga,26.0000,104.4,242.8
Female,21,No,0,Cerritos,21.0000,54.6,617.85
Male,65,Yes,0,Piercy,65.0000,89.95,6143.15
Male,71,Yes,0,Downey,71.0000,111.6,7099
Female,79,Yes,0,Johannesburg,79.0000,90.8,1951
Female,38,No,0,Lancaster,38.0000,89.25,1907.85
Female,38,No,0,"San Jacinto",38.0000,43.95,43.95
Female,44,Yes,1,Lathrop,44.0000,90.6,5817.45
Female,31,Yes,2,"Point Arena",31.0000,24.2,914.6
Female,23,No,0,"Elk Grove",23.0000,58.6,2224.5
Male,55,No,0,"San Diego",55.0000,67.25,1726.1499999999999
Male,39,No,0,"North Hollywood",39.0000,89.525,2312.575
Female,23,Yes,3,Coronado,23.0000,64.35,1558.65
Female,42,No,0,"Pebble Beach",42.0000,19.5,19.5
Male,69,No,0,"San Francisco",69.0000,72.85,688.65
Male,47,No,0,Gasquet,47.0000,66.7,579
Female,59,Yes,0,Colton,59.0000,80.4,2937.65
Female,53,No,0,Keene,53.0000,70.5,70.5
Female,56,No,0,"Belvedere Tiburon",56.0000,19.3,360.35
Female,48,No,3,Glendale,48.0000,79.25,1111.65
Male,42,Yes,1,"Fish Camp",42.0000,44.75,333.65
Female,36,No,0,Olivehurst,36.0000,68.6,2877.05
Female,49,No,0,Oroville,49.0000,31.575000000000003,84.25
Male,71,No,0,Potrero,71.0000,50.05,2743.45
Female,62,Yes,0,"Los Angeles",62.0000,86.5,582.5
Female,45,Yes,0,Carmel,45.0000,25.25,1841.2
Female,51,Yes,0,Arcadia,51.0000,20.5,1502.25
Male,47,No,0,Placerville,47.0000,61.15,61.15
Male,27,Yes,1,Georgetown,27.0000,40.3,1794.8
Male,31,No,0,Castroville,31.0000,20.35,422.7
Male,31,Yes,2,Laytonville,31.0000,95.1,6683.4
Male,38,Yes,1,Covina,38.0000,92.85,5305.05
Male,79,Yes,0,Manchester,79.0000,100.6,3270.25
Male,21,Yes,0,Nicolaus,21.0000,20.1,620.55
Male,35,No,0,"Smith River",35.0000,20.15,20.15
Male,43,Yes,0,"San Diego",43.0000,89.7,4952.95
Male,22,Yes,0,Graton,22.0000,49.65,2409.9
Female,43,No,0,Pioneer,43.0000,110.25,7279.35
Female,32,Yes,0,Seaside,32.0000,98.2,7015.9
Male,20,Yes,3,"San Diego",20.0000,90.1,90.1
Male,62,No,0,"Forest Knolls",62.0000,44,44
Female,22,Yes,0,Sonora,22.0000,19.65,1335.2
Female,57,Yes,0,"Monterey Park",57.0000,113.3,5032.25
Male,57,Yes,0,"Rancho Cucamonga",57.0000,90.6,6441.85
Female,23,Yes,0,Colfax,23.0000,20.1,184.4
Male,47,No,0,"Forest Knolls",47.0000,20.2,1192.3
Male,36,Yes,3,Boulevard,36.0000,100.05,2090.25
Male,62,Yes,0,"El Segundo",62.0000,49.9,1441.95
Male,61,Yes,2,Lakewood,61.0000,79.2,4016.3
Male,35,No,0,Julian,35.0000,-7,1021.55
Male,59,No,0,Flournoy,59.0000,45.3,45.3
Female,31,No,0,Kyburz,31.0000,20.4,20.4
Male,59,No,0,Upland,59.0000,-1,415.9
Female,65,No,0,Byron,65.0000,78.95,1101.85
Male,37,No,0,Escondido,37.0000,89.05,1448.6
Female,38,No,0,Rescue,38.0000,23.3,797.1
Female,52,Yes,0,Yreka,52.0000,90.95,6468.6
Female,46,Yes,0,Miramonte,46.0000,59.8,3808.2
Male,47,Yes,0,Concord,47.0000,34.2,256.6
Female,69,Yes,0,"Dana Point",69.0000,46,46
Female,72,No,0,"The Sea Ranch",72.0000,73,73
Female,68,No,0,"El Centro",68.0000,75.05,256.25
Female,44,No,0,"San Diego",44.0000,79.75,164.5
Female,27,Yes,2,"Newport Beach",27.0000,25.6,514.75
Female,21,Yes,0,Templeton,21.0000,109.5,7674.55
Female,47,No,0,Burbank,47.0000,25.15,702
Female,44,No,0,Arnold,44.0000,19.65,779.25
Male,73,No,0,Greenwood,73.0000,58.4,964.9
Female,46,Yes,0,"Los Angeles",46.0000,45.6,1874.075
Male,75,Yes,0,Pleasanton,75.0000,75.5,1893.95
Female,45,No,0,"San Marcos",45.0000,19.05,157.65
Female,72,Yes,0,"Palo Verde",72.0000,70.65,3545.05
Female,36,No,0,"Santa Barbara",36.0000,19.15,501.35
Female,67,Yes,0,"Menlo Park",67.0000,92.2,6474.45
Female,51,No,0,"San Pedro",51.0000,107.75,6332.75
Female,23,No,0,Stockton,23.0000,104.7,6333.8
Male,51,No,0,Corona,51.0000,108.65,4903.2
Female,24,No,0,Delhi,24.0000,20.5,20.5
Male,62,No,0,Igo,62.0000,99.5,6710.5
Female,44,No,0,Merced,44.0000,81.95,81.95
Female,26,Yes,1,"Stevenson Ranch",26.0000,19.05,201.7
Female,51,Yes,1,Cypress,51.0000,19.35,1292.65
Male,59,No,0,"Deer Park",59.0000,33.5,600
Female,78,Yes,0,Modesto,78.0000,99.55,1131.2
Female,27,No,0,Mariposa,27.0000,84.3,84.3
Female,45,No,0,Riverside,45.0000,101.1,4674.4
Female,55,No,0,Weott,55.0000,20,141.6
Male,32,Yes,3,"Santa Ana",32.0000,103.1,970.45
Male,19,Yes,3,"San Gabriel",19.0000,81.05,81.05
Male,35,Yes,0,Farmersville,35.0000,102.6,6296.75
Male,42,No,0,Riverside,42.0000,19,348.8
Female,23,No,0,Exeter,23.0000,74.6,74.6
Male,31,No,0,Burbank,31.0000,99,1301.7
Female,54,No,0,Cloverdale,54.0000,79.3,523.15
Male,45,Yes,3,Venice,45.0000,85.6,1601.5
Male,28,Yes,3,"Spring Valley",28.0000,58.75,2203.1
Male,44,No,0,Bodfish,44.0000,106.7,1253.9
Female,64,No,0,Aptos,64.0000,49.05,2076.2
Female,49,Yes,0,Montara,49.0000,108.75,6871.7
Male,54,Yes,3,Northridge,54.0000,20.4,107.6
Male,73,No,0,"San Francisco",73.0000,104.45,2575.975
Female,47,No,0,"San Diego",47.0000,90.4,168.2
Male,25,Yes,0,"Campo Seco",25.0000,94.65,3624.3
Male,24,Yes,0,Temecula,24.0000,95.8,3036.75
Female,35,No,0,"El Centro",35.0000,-4,4946.05
Male,63,No,0,Menifee,63.0000,86.05,308.1
Female,48,No,0,"Los Angeles",48.0000,74.14999999999999,2218.383333333333
Male,50,No,0,Burbank,50.0000,55.45,1477.65
Male,51,Yes,0,"Woodland Hills",51.0000,84.2,5324.5
Male,24,No,0,Dunlap,24.0000,81.7,2548.65
Female,56,Yes,0,Stevinson,56.0000,100.85,4847.35
Male,51,Yes,1,Malibu,51.0000,114.45,8100.55
Female,37,No,0,Wendel,37.0000,64,370.25
Male,61,Yes,0,Westminster,61.0000,55.7,55.7
Female,80,No,0,"South El Monte",80.0000,59.45,1884.65
Female,60,No,0,Vallejo,60.0000,35.9,35.9
Female,48,Yes,1,Montara,48.0000,26,1654.85
Female,32,No,0,Corona,32.0000,80.55,4847.05
Male,65,Yes,0,Likely,65.0000,84,5329.55
Female,71,No,0,"Big Bend",71.0000,70.4,204.7
Female,75,Yes,0,Westmorland,75.0000,51.65,2838.55
Male,56,Yes,2,"West Covina",56.0000,105.75,7322.5
Female,70,Yes,0,Inglewood,70.0000,61.15,4382.45
Female,50,Yes,0,"Los Gatos",50.0000,86.5,1808.7
Male,32,No,0,"Los Angeles",32.0000,69.75,324.6
Female,57,Yes,0,Whittier,57.0000,67.325,4441.650000000001
Female,47,No,0,"Diamond Springs",47.0000,71,2080.1
Female,41,Yes,0,"Los Angeles",41.0000,109.06666666666668,6054.5
Male,61,No,0,Whittier,61.0000,20.05,902
Female,77,No,2,Pasadena,77.0000,76.45,503.6
Female,66,No,0,"Long Beach",66.0000,79.35,1835.3
Male,47,Yes,0,Sacramento,47.0000,56.9875,3062.8999999999996
Female,59,Yes,0,"Los Angeles",59.0000,35.45,1391.65
Male,49,Yes,0,Novato,49.0000,89.55,185.55
Female,37,No,2,Albion,37.0000,92.7,1556.85
Male,46,Yes,2,"Newport Coast",46.0000,19.35,1153.25
Female,54,Yes,3,"Santa Ysabel",54.0000,49.4,232.55
Female,48,Yes,0,Goleta,48.0000,70.9,4911.35
Male,80,Yes,0,"Menlo Park",80.0000,-10,533.05
Female,50,No,0,Antelope,50.0000,69.25,418.4
Female,78,No,0,Burbank,78.0000,104.4,4133.95
Male,54,No,0,"San Pablo",54.0000,74.95,151.75
Female,21,No,1,Walnut,21.0000,25.4,25.4
Male,25,No,0,Isleton,25.0000,20.25,20.25
Male,42,No,0,Compton,42.0000,107.95,318.6
Male,31,No,0,"San Diego",31.0000,35.475,35.475
Male,25,Yes,0,"San Diego",25.0000,74.575,2052.175
Male,33,Yes,0,"Long Beach",33.0000,96.65,1588.25
Male,56,Yes,0,Ivanhoe,56.0000,20.35,697.65
Female,60,Yes,0,"Sequoia National Park",60.0000,54.7,1178.75
Female,63,No,0,Poway,63.0000,88.15,6148.45
Female,56,Yes,0,"Yuba City",56.0000,78.95,5730.15
Female,57,Yes,2,Auburn,57.0000,51.2,1561.5
Female,70,No,0,"Port Costa",70.0000,73.9,2217.15
Female,40,Yes,3,Marysville,40.0000,29.1,650.5250000000001
Male,56,No,0,Healdsburg,56.0000,25.75,1654.75
Female,39,Yes,0,"Strawberry Valley",39.0000,67.95,350.3
Female,50,No,0,"El Dorado Hills",50.0000,73.1,4144.9
Male,19,No,0,"La Quinta",19.0000,50.75,50.75
Female,41,Yes,0,Navarro,41.0000,95,3008.15
Female,80,No,0,Ramona,80.0000,104.1,3121.1
Male,49,Yes,0,"Los Angeles",49.0000,63.125,2587.65
Male,29,No,0,Cabazon,29.0000,35.45,106.85
Female,42,No,0,"Santa Monica",42.0000,50.7,151.3
Male,31,No,0,Aptos,31.0000,21.1,21.1
Female,57,No,0,"Rio Vista",57.0000,89.8,1129.1
Male,52,No,0,"Clearlake Oaks",52.0000,70.95,1767.35
Male,43,No,0,"Santa Rosa",43.0000,20.15,536.35
Female,23,Yes,0,Danville,23.0000,115.55,8312.4
Male,60,No,0,Sacramento,60.0000,19.5,835.5
Female,44,No,0,"San Francisco",44.0000,78.05,2108.375
Female,66,No,0,Millbrae,66.0000,84.35,609.65
Female,39,Yes,0,Pomona,39.0000,72.1,4194.85
Female,53,Yes,0,Solvang,53.0000,84.8,5917.55
Female,49,Yes,4,Needles,49.0000,26.2,1077.5
Female,47,No,3,Rosemead,47.0000,105.35,3688.6
Female,37,No,0,"Santa Barbara",37.0000,85.3,420.45
Male,63,No,0,Carson,63.0000,45.65,45.65
Male,39,Yes,2,Tustin,39.0000,44.8,2983.65
Female,40,Yes,1,"San Francisco",40.0000,19.7,263.65
Male,49,No,0,Corona,49.0000,89.95,1682.4
Female,51,No,0,Camino,51.0000,68.65,261.25
Female,55,Yes,0,Fresno,55.0000,25.25,1733.15
Female,70,Yes,0,Ranchita,70.0000,108.75,5431.9
Male,47,No,0,"San Pedro",47.0000,35.2,1463.7
Male,33,Yes,0,Chatsworth,33.0000,19.3,1192.7
Male,31,No,0,Oakland,31.0000,20.1,562.6
Female,21,Yes,3,"San Mateo",21.0000,61.15,1422.05
Female,27,Yes,0,Banning,27.0000,63.9,2635
Female,55,Yes,0,Fawnskin,55.0000,99.2,3754.6
Female,42,No,0,Stevinson,42.0000,79.75,1111.85
Female,37,No,0,Norwalk,37.0000,54.9,1505.15
Male,20,Yes,0,Calistoga,20.0000,75.3,989.45
Male,26,No,0,Weaverville,26.0000,20.05,95.55
Male,25,Yes,2,Davis,25.0000,65.65,3566.7
Male,45,Yes,2,"Fort Irwin",45.0000,39.35,2395.05
Female,31,Yes,2,"Los Angeles",31.0000,20.05,406.05
Female,23,No,0,Burbank,23.0000,105.2,4822.85
Female,20,Yes,0,Hayward,20.0000,92.4,6786.1
Female,48,Yes,0,Capay,48.0000,25.6,1888.25
Male,22,Yes,3,Chowchilla,22.0000,19.45,674.55
Female,65,No,0,"Los Angeles",65.0000,91.53333333333335,3813.0500000000006
Female,69,No,0,"San Jose",69.0000,89.85,6293.45
Male,29,Yes,0,Anaheim,29.0000,65.15,4681.75
Male,22,No,0,"Long Beach",22.0000,69.7,1490.4
Female,46,No,0,"Harbor City",46.0000,96,1062.1
Male,47,Yes,3,"Glen Ellen",47.0000,19.95,1303.25
Male,30,No,0,"Angelus Oaks",30.0000,53.45,119.5
Female,68,No,0,"San Leandro",68.0000,58.55,1718.95
Female,36,No,0,"Walnut Creek",36.0000,40.1,293.3
Male,23,No,0,Stevinson,23.0000,79.95,1043.4
Female,31,No,0,Chilcoot,31.0000,55,1885.15
Female,27,Yes,0,"La Quinta",27.0000,79.2,1742.75
Female,37,No,0,Keene,37.0000,85.9,1269.55
Female,61,Yes,0,"Death Valley",61.0000,78.85,3126.85
Female,22,Yes,0,Hume,22.0000,94.45,6921.7
Female,57,Yes,0,Wilton,57.0000,49.2,3580.95
Female,60,No,0,"San Leandro",60.0000,73.55,3349.1
Male,47,Yes,1,"San Rafael",47.0000,111.95,8033.1
Female,38,Yes,0,Sunnyvale,38.0000,89.3,6388.65
Male,74,Yes,0,"Los Angeles",74.0000,59.1,1011.05
Female,40,Yes,0,Rodeo,40.0000,85.3,4045.65
Female,65,Yes,1,"Los Angeles",65.0000,53,3656.25
Female,52,No,0,Greenbrae,52.0000,80.65,5330.2
Male,25,No,0,Dublin,25.0000,84.85,84.85
Female,59,Yes,0,Caruthers,59.0000,60.85,2003.6
Female,24,Yes,0,Julian,24.0000,79.65,1928.7
Male,71,Yes,1,Colusa,71.0000,89.85,5125.75
Male,75,No,0,Clovis,75.0000,84.8,546.95
Male,58,No,0,Carmel,58.0000,50.8,50.8
Male,56,No,0,Aguanga,56.0000,51,354.05
Female,66,Yes,0,"Somes Bar",66.0000,90,3371.75
Male,34,Yes,1,"Grass Valley",34.0000,24.55,1331.05
Female,42,Yes,2,Escondido,42.0000,20,886.4
Male,60,Yes,2,"Costa Mesa",60.0000,24.25,1077.95
Female,23,Yes,3,"San Jose",23.0000,81.95,2070.05
Male,62,No,0,Sultana,62.0000,98.6,5581.05
Female,40,No,0,"Willow Creek",40.0000,25.25,25.25
Female,36,Yes,2,"Rio Nido",36.0000,85.3,5560
Male,25,Yes,0,Brea,25.0000,45.85,1246.4
Male,35,No,0,"La Mesa",35.0000,85.5,791.7
Female,49,No,0,Modesto,49.0000,19.4,19.4
Male,41,Yes,1,"Fountain Valley",41.0000,116.05,8297.5
Female,47,No,0,"Santa Rosa",47.0000,19.4,289.3
Female,38,Yes,0,Piru,38.0000,93.9,6579.05
Female,39,Yes,0,Covelo,39.0000,85.9,6110.75
Female,22,No,0,"Monterey Park",22.0000,99.15,1956.4
Female,45,No,0,Pleasanton,45.0000,20.1,1079.45
Female,19,Yes,2,"Blairsden Graeagle",19.0000,19.5,162.15
Female,34,No,0,Homewood,34.0000,49.3,1233.25
Female,20,Yes,2,Madera,20.0000,19.55,883.35
Female,22,Yes,0,"Van Nuys",22.0000,55.2,55.2
Female,41,Yes,3,"Salton City",41.0000,24.3,132.25
Male,20,Yes,2,"Grass Valley",20.0000,44.45,792.15
Male,48,Yes,0,"Santa Ana",48.0000,79.35,5753.25
Female,30,Yes,2,Amboy,30.0000,103.2,7362.9
Female,75,No,0,"Thousand Palms",75.0000,44.4,263.05
Female,21,Yes,0,Badger,21.0000,-4,5401.9
Female,36,Yes,1,"Los Angeles",36.0000,50.85,239.55
Male,55,Yes,2,Hayward,55.0000,20.65,1218.45
Female,29,No,0,Riverdale,29.0000,95.55,3692.85
Male,27,Yes,2,Trinidad,27.0000,20.4,20.4
Female,56,Yes,0,"West Covina",56.0000,60.5,3145.15
Male,20,No,0,Escondido,20.0000,103.25,6017.65
Male,44,No,2,"La Mesa",44.0000,81.85,3141.7
Male,29,No,0,Poway,29.0000,80.1,2603.3
Male,20,No,0,Torrance,20.0000,19.4,415.4
Female,58,Yes,0,Castella,58.0000,80.55,2471.6
Female,57,Yes,0,"The Sea Ranch",57.0000,105.85,2239.65
Male,47,Yes,2,"San Jose",47.0000,81.05,5135.35
Male,34,Yes,0,"Big Bear Lake",34.0000,79.55,5810.9
Male,22,Yes,3,Covelo,22.0000,-10,767.9
Male,24,No,0,"Sun Valley",24.0000,104,6363.45
Male,63,No,0,Salinas,63.0000,85.15,4461.85
Female,29,Yes,2,"Live Oak",29.0000,46.25,3121.4
Female,33,No,0,Burbank,33.0000,79.15,79.15
Male,45,Yes,1,Cypress,45.0000,72.95,4953.25
Male,48,Yes,0,"Tahoe City",48.0000,66.6,979.5
Male,28,No,0,"San Diego",28.0000,62.06666666666666,1712.8666666666668
Female,75,No,0,Campo,75.0000,70.2,115.95
Female,53,No,0,"Birds Landing",53.0000,70.1,70.1
Male,46,Yes,2,"San Jose",46.0000,24.95,1222.25
Female,68,Yes,0,Hickman,68.0000,99.6,347.65
Male,19,Yes,3,"San Francisco",19.0000,19.35,278.85
Female,21,Yes,0,Temecula,21.0000,109.15,7789.6
Male,27,Yes,0,"San Carlos",27.0000,94.4,4914.9
Female,77,Yes,0,"Granada Hills",77.0000,94,5438.95
Female,46,Yes,0,Ventura,46.0000,95.1,4060.55
Female,42,Yes,3,Roseville,42.0000,110.8,6840.95
Female,75,No,0,Inglewood,75.0000,74.3,1096.25
Female,44,No,0,"Rancho Cucamonga",44.0000,78.5,571.05
Female,48,Yes,0,Milford,48.0000,110.75,7751.7
Male,39,No,0,"Culver City",39.0000,49.05,49.05
Male,78,Yes,0,Earp,78.0000,63.1,4685.55
Female,38,No,0,"Sun City",38.0000,45.4,45.4
Female,46,No,0,"El Centro",46.0000,19.75,624.15
Female,70,Yes,0,Camptonville,70.0000,99.2,7213.75
Male,69,Yes,0,"La Grange",69.0000,99,6017.9
Female,65,No,0,Brookdale,65.0000,48.75,179.85
Male,27,Yes,0,Cazadero,27.0000,95.65,5088.4
Female,42,No,0,"Monterey Park",42.0000,58,1734.5
Male,23,Yes,0,"Clipper Mills",23.0000,99.25,4920.8
Male,19,Yes,2,"Temple City",19.0000,60.3,2448.5
Female,39,Yes,0,Piercy,39.0000,100.75,5985
Female,25,Yes,3,Patterson,25.0000,70.45,4300.45
Male,51,Yes,0,"Chula Vista",51.0000,91.25,2139.575
Female,25,Yes,0,"San Francisco",25.0000,71,4386.2
Female,33,No,0,Needles,33.0000,20.05,741.5
Female,76,Yes,0,"Hat Creek",76.0000,117.45,5438.9
Male,62,Yes,0,Ventura,62.0000,82.15,5784.3
Female,27,Yes,0,"Los Angeles",27.0000,55.025000000000006,3174.825
Male,31,Yes,0,"Klamath River",31.0000,76.55,2065.4
Male,67,No,0,"La Mirada",67.0000,109.05,7108.2
Female,58,No,0,Armona,58.0000,19.4,61.05
Male,42,No,0,"Smith River",42.0000,26.799999999999997,159.075
Female,41,Yes,0,"San Joaquin",41.0000,89.45,1430.25
Female,28,Yes,3,Oceanside,28.0000,55.65,3880.05
Female,54,Yes,0,Fresno,54.0000,33.15,444.75
Female,33,Yes,1,Richgrove,33.0000,19.9,19.9
Female,46,No,0,Baker,46.0000,44.45,1183.8
Female,38,No,0,"Three Rivers",38.0000,19.5,403.15
Female,51,No,0,Grenada,51.0000,19.3,144.95
Female,55,Yes,0,"San Diego",55.0000,77.85,2403.25
Male,70,Yes,0,"El Portal",70.0000,90,2024.1
Male,51,Yes,0,Milpitas,51.0000,111.05,7321.05
Female,63,No,0,Porterville,63.0000,24.55,1203.95
Male,37,No,0,Oakland,37.0000,104.4,6692.65
Female,20,No,0,Novato,20.0000,74.55,233.65
Female,44,No,0,Littlerock,44.0000,104.05,3416.85
Female,46,Yes,0,Irvine,46.0000,70.1,3913.3
Male,36,Yes,3,Gualala,36.0000,84.2,4299.75
Male,35,No,0,"Sherman Oaks",35.0000,19.7,342.4
Female,44,No,0,"Garden Grove",44.0000,25.05,1171.5
Male,64,No,0,Fresno,64.0000,52.425,1216.025
Male,36,No,3,Camino,36.0000,40.1,857.75
Female,38,No,0,"San Carlos",38.0000,50.55,2832.75
Female,39,No,0,Eagleville,39.0000,20.3,41.2
Male,54,Yes,0,Buttonwillow,54.0000,94.85,890.6
Male,42,No,0,"Beverly Hills",42.0000,20.35,531.6
Female,54,No,0,Fairfax,54.0000,24.15,812.5
Female,52,Yes,2,Arbuckle,52.0000,20.5,1191.4
Male,52,Yes,0,Penryn,52.0000,94.4,4014.6
Female,60,Yes,0,"Los Alamitos",60.0000,61.5,2722.2
Female,30,Yes,1,Gilroy,30.0000,75.2,3254.35
Female,20,Yes,0,Tulelake,20.0000,-2,134.05
Female,79,No,0,Atherton,79.0000,103.3,2890.65
Female,25,Yes,3,Lookout,25.0000,94.9,3848
Male,52,No,0,"Running Springs",52.0000,80.25,1861.5
Female,35,Yes,0,"Los Angeles",35.0000,63.31666666666666,2046.3
Male,48,Yes,0,Sutter,48.0000,104.25,6812.95
Male,55,No,0,"Rancho Cucamonga",55.0000,36,1382.9
Female,45,Yes,0,Herlong,45.0000,70.6,3231.05
Male,49,No,0,Bonita,49.0000,80.4,4981.15
Male,47,No,0,"San Diego",47.0000,70.4,2044.75
Female,28,No,0,Sylmar,28.0000,113.65,7939.25
Male,36,No,0,"Long Beach",36.0000,19.9,19.9
Male,43,No,0,"Meadow Vista",43.0000,104.1,541.9
Male,46,No,0,Cupertino,46.0000,20.25,208
Male,54,No,0,Escondido,54.0000,99.15,5720.95
