Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,churn_count
1218-VKFPE,Female,48,Yes,0,Anaheim,92805,33.830209,-117.906099,1,12,"Offer D",Yes,No,No,,,,,,,,,,Month-to-Month,No,"Credit Card",19,233.55,0,0,233.76,467.31,Churned,Competitor,"Competitor made better offer",1
1226-UDFZR,Female,26,No,0,Lafayette,94549,37.907777,-122.127161,0,2,"Offer E",Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",49.6,114.7,0,0,42.56,157.26,Churned,Dissatisfaction,"Network reliability",1
1228-FZFRV,Male,37,Yes,0,"Los Angeles",90007,34.027337,-118.28515,0,50,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",105.95,5341.8,0,0,1044,6385.8,Churned,Price,"Extra data charges",1
1236-WFCDV,Male,74,No,0,Greenbrae,94904,37.946617,-122.563571,0,14,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,"Credit Card",90.45,1266.1,0,0,158.34,1424.44,Churned,Competitor,"Competitor offered more data",1
1240-KNSEZ,Male,63,No,0,"San Diego",92127,33.017518,-117.118456,0,1,"Offer E",Yes,No,No,,,,,,,,,,Month-to-Month,Yes,"Credit Card",20.1,20.1,0,0,40.83,60.93,Churned,Price,"Long distance charges",1
1251-KRREG,Male,22,No,0,"North Hollywood",91601,34.1692,-118.372498,0,2,None,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",54.4,114.1,0,0,88.62,202.72,Churned,Price,"Price too high",1
1254-IZEYF,Female,74,No,0,Cutler,93615,36.497895,-119.285484,0,31,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.95,3186.65,0,0,1220.16,4406.81,Churned,Competitor,"Competitor made better offer",1
1260-TTRXI,Male,64,No,0,Planada,95365,37.329725,-120.306399,0,4,"Offer E",Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",54.3,195.3,0,80,160.6,435.9,Churned,Price,"Long distance charges",1
1262-OPMFY,Female,46,Yes,0,"San Diego",92130,32.957195,-117.202542,1,9,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.75,655.9,0,0,285.75,941.65,Churned,Competitor,"Competitor made better offer",1
1264-BYWMS,Male,40,No,0,"La Grange",95329,37.666587,-120.411517,0,55,"Offer B",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.8,5283.95,0,0,2605.9,7889.85,Churned,Competitor,"Competitor offered more data",1
1265-XTECC,Female,68,Yes,0,Madera,93638,37.004068,-119.930027,5,68,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,Yes,"One Year",Yes,"Credit Card",96.55,6581.9,0,0,134.64,6716.54,Churned,Attitude,"Attitude of service provider",1
1268-ASBGA,Female,66,Yes,0,"Huntington Park",90255,33.97803,-118.217141,1,16,"Offer D",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",85.35,1375.15,0,0,158.88,1534.03,Churned,Dissatisfaction,"Limited range of services",1
1271-SJBGZ,Male,77,No,0,"Forest Knolls",94933,38.010092,-122.689442,0,12,None,No,,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",43.65,526.95,0,0,0,526.95,Churned,Competitor,"Competitor had better devices",1
1273-MTETI,Female,69,No,0,"Rancho Cucamonga",91737,34.245289,-117.642503,0,4,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.85,372.45,0,0,51.44,423.89,Churned,Other,"Don't know",1
1285-OKIPP,Male,62,No,3,"Mission Hills",91345,34.266389,-118.459744,0,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",79.9,79.9,0,0,23.2,103.1,Churned,Attitude,"Attitude of support person",1
1304-NECVQ,Female,69,No,0,Somis,93066,34.297628,-119.014627,0,2,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.55,149.55,0,0,87.92,237.47,Churned,Competitor,"Competitor made better offer",1
1309-BXVOQ,Male,27,Yes,0,"Old Station",96071,40.656287,-121.428965,1,21,"Offer D",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",106.1,2249.95,0,0,458.43,2708.38,Churned,Price,"Long distance charges",1
1320-HTRDR,Female,30,No,0,Fellows,93224,35.215731,-119.57013,0,3,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.5,220.6,0,0,142.53,363.13,Churned,Attitude,"Attitude of service provider",1
1322-AGOQM,Male,57,No,0,Mather,95655,38.549822,-121.266725,0,46,None,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",30.3,1380.1,0,0,0,1380.1,Churned,Dissatisfaction,"Service dissatisfaction",1
1323-OOEPC,Female,45,Yes,0,Prather,93651,37.007238,-119.505661,1,53,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",98.4,5149.5,0,0,2212.22,7361.72,Churned,Price,"Extra data charges",1
1324-NLTJE,Female,73,No,0,Emeryville,94608,37.83726,-122.287648,0,15,"Offer D",Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",55,757.1,0,0,257.85,1014.95,Churned,Other,"Don't know",1
1334-FJSVR,Male,64,No,0,"Sequoia National Park",93262,36.527243,-118.594938,0,1,"Offer E",No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",24.25,24.25,0,0,0,24.25,Churned,Dissatisfaction,"Lack of self-service on Website",1
1342-JPNKI,Male,33,No,0,"Lake Forest",92630,33.644849,-117.684254,0,10,"Offer D",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.05,834.1,0,0,59.2,893.3,Churned,Other,"Don't know",1
1343-EHPYB,Male,61,Yes,0,"San Diego",92122,32.85723,-117.209774,2,63,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.4,6603,0,0,3083.85,9686.85,Churned,Competitor,"Competitor made better offer",1
1349-WXNGG,Male,57,No,0,Glendale,91207,34.182378,-118.262922,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,"Bank Withdrawal",20.05,20.05,0,0,12,32.05,Churned,Attitude,"Attitude of support person",1
1363-TXLSL,Male,80,Yes,0,"San Lucas",93954,36.125529,-120.864443,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.3,70.3,0,0,39.1,109.4,Churned,Competitor,"Competitor had better devices",1
1373-ORVIZ,Female,62,Yes,0,Modesto,95351,37.621458,-121.012295,1,11,"Offer D",Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",66.35,740.8,0,0,172.59,913.39,Churned,Competitor,"Competitor had better devices",1
1374-DMZUI,Female,65,No,0,"San Ramon",94583,37.766556,-121.976784,0,4,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.3,424.45,0,0,198,622.45,Churned,Competitor,"Competitor made better offer",1
1383-EZRWL,Female,62,No,0,"Long Beach",90810,33.819814,-118.222416,0,7,"Offer E",Yes,No,No,,,,,,,,,,Month-to-Month,No,"Mailed Check",20.05,164.85,0,0,337.54,502.39,Churned,Other,Moved,1
1389-CXMLU,Male,65,No,0,Downey,90242,33.921793,-118.140588,0,3,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",91.05,289.1,0,0,78.96,368.06,Churned,Competitor,"Competitor made better offer",1
1396-QWFBJ,Female,32,Yes,0,"Rancho Santa Margarita",92688,33.624654,-117.611733,1,21,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.05,1565.7,0,0,106.47,1672.17,Churned,Dissatisfaction,"Lack of self-service on Website",1
1400-MMYXY,Male,71,Yes,0,Alhambra,91801,34.090925,-118.128164,1,3,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",105.9,334.65,0,0,123.9,458.55,Churned,Attitude,"Attitude of service provider",1
1415-YFWLT,Female,68,No,0,"Shaver Lake",93664,37.223,-119.001021,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.3,89.3,0,0,30.23,119.53,Churned,Competitor,"Competitor had better devices",1
1428-GTBJJ,Male,20,No,0,Jenner,95450,38.505995,-123.187019,0,11,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.55,824.75,0,0,59.4,884.15,Churned,Price,"Long distance charges",1
1432-FPAXX,Female,53,No,0,"Beale Afb",95903,39.125311,-121.392283,0,29,None,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",30.6,856.35,0,0,0,856.35,Churned,Dissatisfaction,"Product dissatisfaction",1
1444-VVSGW,Male,51,Yes,0,"Los Molinos",96055,40.059385,-122.091481,1,70,"Offer A",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",No,"Credit Card",115.65,7968.85,0,10,1201.9,9180.75,Churned,Dissatisfaction,"Product dissatisfaction",1
1447-GIQMR,Male,54,Yes,0,"Los Angeles",90062,34.003553,-118.308933,1,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.15,69.15,0,0,2.2,71.35,Churned,Competitor,"Competitor offered more data",1
1447-PJGGA,Female,39,No,0,"San Diego",92117,32.825086,-117.199424,0,57,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",95.25,5464.65,0,0,1000.35,6465,Churned,Competitor,"Competitor made better offer",1
1448-PWKYE,Male,48,Yes,0,Shafter,93263,35.490705,-119.286833,1,1,"Offer E",Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",80,80,0,0,35.71,115.71,Churned,Competitor,"Competitor had better devices",1
1449-XQEMT,Male,33,No,0,Susanville,96130,40.559177,-120.612113,0,3,"Offer E",Yes,No,No,,,,,,,,,,Month-to-Month,Yes,"Mailed Check",19.8,58.15,0,0,45.36,103.51,Churned,Price,"Long distance charges",1
1450-GALXR,Female,33,No,0,Friant,93626,37.027663,-119.69056,0,10,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",98.5,1058.25,0,110,145.3,1313.55,Churned,Competitor,"Competitor had better devices",1
1450-SKCVI,Female,22,No,0,"Del Mar",92014,32.948262,-117.256086,0,56,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.85,4092.85,0,0,1993.04,6085.89,Churned,Attitude,"Attitude of support person",1
1455-ESIQH,Male,44,No,0,Oakland,94619,37.787186,-122.14633,0,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.1,89.1,0,0,16.06,105.16,Churned,Other,Moved,1
1455-UGQVH,Male,35,Yes,0,Acampo,95220,38.200231,-121.235034,1,10,"Offer D",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.5,1037.75,0,0,10.9,1048.65,Churned,Dissatisfaction,"Lack of self-service on Website",1
1465-VINDH,Female,31,Yes,0,"Los Angeles",90028,34.099869,-118.326843,1,10,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",102.1,1068.85,0,0,320.7,1389.55,Churned,Competitor,"Competitor offered higher download speeds",1
1481-ZUWZA,Male,52,No,0,Klamath,95548,41.572813,-124.035011,0,28,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",94.5,2659.4,0,0,994.56,3653.96,Churned,Dissatisfaction,"Service dissatisfaction",1
1493-AMTIE,Male,28,No,0,Ivanhoe,93235,36.385818,-119.224243,0,1,"Offer E",Yes,No,No,,,,,,,,,,Month-to-Month,Yes,"Bank Withdrawal",20.2,20.2,0,0,10.98,31.18,Churned,Price,"Long distance charges",1
1496-GGSUK,Female,68,No,0,Fulton,95439,38.493888,-122.777141,0,1,None,No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",25.7,25.7,0,0,0,25.7,Churned,Attitude,"Attitude of service provider",1
1501-SGHBW,Male,34,No,0,Guatay,91931,32.857946,-116.561917,0,2,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",45.85,81,0,0,39.04,120.04,Churned,Competitor,"Competitor made better offer",1
1502-XFCVR,Female,57,No,0,"Los Angeles",90038,34.088017,-118.327168,0,58,"Offer B",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",106.45,6145.85,0,0,869.42,7015.27,Churned,Competitor,"Competitor offered higher download speeds",1
1513-XNPPH,Female,36,No,0,"Los Angeles",90037,34.002642,-118.287596,0,12,"Offer D",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.4,1095.65,0,0,209.52,1305.17,Churned,Dissatisfaction,"Product dissatisfaction",1
1518-VOWAV,Female,31,No,0,Fallbrook,92028,33.362575,-117.299644,0,9,"Offer E",Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.65,703.55,0,0,327.87,1031.42,Churned,Competitor,"Competitor made better offer",1
1522-VVDMG,Male,25,Yes,0,Oakland,94611,37.828416,-122.216005,1,7,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.75,608.8,26.02,0,134.61,717.39,Churned,Dissatisfaction,"Poor expertise of online support",1
1527-SXDPN,Male,63,Yes,0,"San Diego",92109,32.787836,-117.232376,1,52,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,No,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",96.25,4990.25,0,120,2422.68,7532.93,Churned,Competitor,"Competitor made better offer",1
1541-ETJZO,Male,58,No,0,Wheatland,95692,39.043387,-121.409837,0,1,"Offer E",Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Month-to-Month,No,"Mailed Check",62.05,62.05,0,10,47.83,119.88,Churned,Other,Moved,1
1550-LOAHA,Female,53,Yes,0,Orangevale,95662,38.689174,-121.218435,1,32,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",84.15,2585.95,0,0,1199.36,3785.31,Churned,Dissatisfaction,"Limited range of services",1
1555-DJEQW,Female,21,Yes,0,Cupertino,95014,37.306612,-122.080621,1,70,"Offer A",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",114.2,7723.9,48.54,0,1174.6,8849.96,Churned,Price,"Price too high",1
1564-NTYXF,Female,79,No,0,"San Marcos",92078,33.119028,-117.166036,0,13,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",82,1127.2,0,0,57.85,1185.05,Churned,Attitude,"Attitude of support person",1
1565-RHDJD,Female,21,No,0,"Palo Cedro",96073,40.582399,-122.195512,0,4,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",84.05,333.55,0,0,166.88,500.43,Churned,Competitor,"Competitor offered higher download speeds",1
1567-DSCIC,Male,59,No,0,"San Mateo",94401,37.590421,-122.306467,0,8,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",94,773.65,0,0,191.12,964.77,Churned,Dissatisfaction,"Product dissatisfaction",1
1569-TTNYJ,Male,55,Yes,0,Richmond,94805,37.941456,-122.320968,1,5,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",78.75,412.1,0,10,5.8,427.9,Churned,Other,"Don't know",1
1571-SAVHK,Male,20,No,0,"Meadow Vista",95722,39.003358,-121.022539,0,12,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",99.95,1132.75,0,120,337.92,1590.67,Churned,Competitor,"Competitor had better devices",1
1577-HKTFG,Female,42,Yes,0,"Elk Grove",95624,38.434138,-121.30587,1,30,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,"Bank Withdrawal",19.65,655.85,0,0,460.8,1116.65,Churned,Attitude,"Attitude of support person",1
1579-KLYDT,Male,31,No,0,Hickman,95323,37.605926,-120.69955,0,7,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.45,593.45,0,0,251.37,844.82,Churned,Competitor,"Competitor made better offer",1
1582-RAFML,Male,26,No,0,Sacramento,95821,38.625096,-121.383658,0,1,"Offer E",Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,"Mailed Check",60.1,60.1,0,0,23.63,83.73,Churned,Competitor,"Competitor had better devices",1
1583-IHQZE,Male,60,No,0,Camarillo,93010,34.227846,-119.079903,0,12,None,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",112.95,1384.75,0,0,197.4,1582.15,Churned,Attitude,"Attitude of support person",1
1585-MQSSU,Male,36,No,0,"Santa Rosa",95404,38.526941,-122.709096,0,17,"Offer D",Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Mailed Check",51.5,900.5,35.34,0,792.2,1657.36,Churned,Dissatisfaction,"Lack of self-service on Website",1
1587-FKLZB,Male,79,Yes,0,"Santa Barbara",93101,34.419203,-119.710008,1,66,"Offer A",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",99.5,6822.15,0,0,1904.76,8726.91,Churned,Competitor,"Competitor had better devices",1
1589-AGTLK,Male,26,No,0,"San Diego",92129,32.961064,-117.134917,0,3,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.35,141.5,0,0,109.44,250.94,Churned,Other,"Don't know",1
1591-NFNLQ,Male,38,No,0,Fallbrook,92028,33.362575,-117.299644,0,51,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",80,4242.35,0,0,286.62,4528.97,Churned,Dissatisfaction,"Poor expertise of online support",1
1596-BBVTG,Male,53,No,0,"San Dimas",91773,34.102119,-117.815532,0,35,"Offer C",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",75.35,2636.05,0,0,876.4,3512.45,Churned,Dissatisfaction,"Poor expertise of online support",1
1597-FZREH,Female,39,No,0,Shoshone,92384,35.924252,-116.188668,0,2,"Offer E",Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",76.4,160.8,0,0,83.28,244.08,Churned,Price,"Lack of affordable download/upload speed",1
1597-LHYNC,Female,74,No,0,Auburn,95602,38.99003,-121.114408,0,26,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",95,2497.2,0,60,1238.38,3795.58,Churned,Price,"Price too high",1
1602-IJQQE,Female,42,No,0,Whittier,90602,33.972119,-118.020188,0,4,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",75.35,338.1,0,0,116.44,454.54,Churned,Competitor,"Competitor had better devices",1
1612-EOHDH,Female,29,No,0,Pacoima,91331,34.255442,-118.421314,0,1,"Offer E",Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",45.15,45.15,0,0,30.92,76.07,Churned,Attitude,"Attitude of support person",1
1618-CFHME,Female,30,No,0,Riverbank,95367,37.734971,-120.954271,0,2,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.9,143.35,0,0,53.74,197.09,Churned,Other,"Don't know",1
1623-NLDOT,Female,55,Yes,0,Lancaster,93534,34.727529,-118.153098,1,42,"Offer B",No,,Yes,Cable,No,Yes,No,Yes,No,No,No,No,"One Year",No,"Mailed Check",33.55,1445.3,0,50,0,1495.3,Churned,Competitor,"Competitor had better devices",1
1624-NALOJ,Male,75,No,0,"North Hollywood",91605,34.207295,-118.400022,0,5,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.8,502.6,0,0,181.8,684.4,Churned,Other,Moved,1
1624-WOIWJ,Female,40,No,0,Nicasio,94946,38.065359,-122.665566,0,10,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Mailed Check",84.7,832.05,12.81,0,456.9,1276.14,Churned,Competitor,"Competitor had better devices",1
1625-JAIIY,Female,42,Yes,0,Torrance,90505,33.807882,-118.347957,1,68,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",83,5685.8,0,0,3008.32,8694.12,Churned,Dissatisfaction,"Product dissatisfaction",1
1626-ERCMM,Male,75,Yes,0,"Camp Nelson",93208,36.057458,-118.591951,7,20,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.55,1899.65,0,0,106.2,2005.85,Churned,Competitor,"Competitor had better devices",1
1644-IRKSF,Female,48,Yes,0,"La Palma",90623,33.850504,-118.039892,5,33,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",93.8,3124.5,0,0,660.66,3785.16,Churned,Attitude,"Attitude of support person",1
1658-BYGOY,Male,71,No,3,"Los Angeles",90065,34.108833,-118.229715,0,18,"Offer D",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.45,1752.55,45.61,0,203.94,1910.88,Churned,Competitor,"Competitor made better offer",1
1660-HSOOQ,Male,60,No,0,"Santa Barbara",93105,34.037342,-119.80079,0,1,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",49.65,49.65,0,40,4.18,93.83,Churned,Dissatisfaction,"Lack of self-service on Website",1
1670-SVOWZ,Female,57,Yes,0,"Mira Loma",91752,33.999992,-117.535395,1,14,"Offer D",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",89.65,1208.35,0,120,106.68,1435.03,Churned,Competitor,"Competitor had better devices",1
1678-FYZOW,Female,28,No,0,Sacramento,95835,38.685069,-121.543709,0,3,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.4,244.65,0,0,139.8,384.45,Churned,Competitor,"Competitor offered higher download speeds",1
1689-MRZQR,Male,36,Yes,0,Turlock,95382,37.529656,-120.854357,1,34,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",78.3,2564.3,0,0,457.3,3021.6,Churned,Other,"Don't know",1
1699-HPSBG,Male,44,No,0,"Palm Springs",92264,33.745746,-116.514215,0,12,"Offer D",Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",59.8,727.8,0,0,115.2,843,Churned,Competitor,"Competitor offered higher download speeds",1
1704-NRWYE,Female,79,No,0,"Point Reyes Station",94956,38.060264,-122.830646,0,9,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.85,751.65,0,0,390.06,1141.71,Churned,Attitude,"Attitude of support person",1
1723-HKXJQ,Male,64,No,0,"San Diego",92120,32.807867,-117.060993,0,42,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.75,4273.45,0,0,789.18,5062.63,Churned,Other,"Don't know",1
1724-BQUHA,Male,67,No,0,"Los Gatos",95032,37.233034,-121.947427,0,5,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.5,477.7,0,0,228.6,706.3,Churned,Attitude,"Attitude of support person",1
1725-IQNIY,Male,34,Yes,0,"San Bernardino",92401,34.105935,-117.2914,1,54,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",109.75,6110.2,0,0,2272.86,8383.06,Churned,Competitor,"Competitor had better devices",1
