customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Bin
8417-FMLZI,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Credit card (automatic),83.55,477.55,Yes,0-20
5572-ZDXHY,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Mailed check,84.3,1855.65,Yes,21-40
4547-KQRTM,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),80.05,830.7,Yes,0-20
2369-UAPKZ,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,No,Mailed check,104.1,541.9,Yes,0-20
5480-TBGPH,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),99.3,2431.35,Yes,21-40
1565-RHDJD,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Monthly,No,Bank transfer (automatic),84.05,333.55,Yes,0-20
8020-BWHYL,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),75.3,1147.45,Yes,0-20
8988-ECPJR,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Mailed check,79.6,2718.3,Yes,21-40
2983-ZANRP,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),73.55,145.4,Yes,0-20
6330-JKLPC,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),80.5,896.9,Yes,0-20
4818-DRBQT,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),80.15,2265.25,Yes,21-40
4817-QRJSX,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),81,818.05,Yes,0-20
7881-INRLC,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),100.85,4740,Yes,41-60
7248-VZQLC,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),85.2,3969.35,Yes,41-60
5095-AESKG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Credit card (automatic),91.5,242.95,Yes,0-20
9445-SZLCH,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Monthly,Yes,Bank transfer (automatic),97.35,3457.9,Yes,21-40
7562-GSUHK,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Monthly,Yes,Credit card (automatic),93.2,1573.7,Yes,0-20
7547-EKNFS,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Monthly,Yes,Bank transfer (automatic),95.25,3959.35,Yes,41-60
5813-UECBU,Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Credit card (automatic),83.85,2716.3,Yes,21-40
2869-ADAWR,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Monthly,Yes,Credit card (automatic),89.3,4016.85,Yes,41-60
0940-OUQEC,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),80.7,788.8,Yes,0-20
6661-HBGWL,Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),104.75,4323.45,Yes,41-60
1465-VINDH,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),102.1,1068.85,Yes,0-20
8444-WRIDW,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),80.45,5224.35,Yes,61-100
0402-CQAJN,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),101.9,3545.35,Yes,21-40
6394-MFYNG,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),107.4,5121.3,Yes,41-60
0093-XWZFY,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),104.5,4036.85,Yes,21-40
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),97.85,1105.4,Yes,0-20
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),75.15,496.9,Yes,0-20
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Mailed check,95.15,1779.95,Yes,0-20
2868-SNELZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Monthly,No,Mailed check,80.6,155.8,Yes,0-20
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Bank transfer (automatic),96.5,492.55,Yes,0-20
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),99.45,7007.6,Yes,61-100
6275-YDUVO,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Mailed check,86.2,178.7,Yes,0-20
9734-YWGEX,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Credit card (automatic),98.3,923.5,Yes,0-20
0655-RBDUG,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),98.05,713,Yes,0-20
7029-RPUAV,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),100.45,1622.45,Yes,0-20
7627-JKIAZ,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),78.95,2839.65,Yes,21-40
0927-LCSMG,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Monthly,No,Mailed check,74.65,544.55,Yes,0-20
8844-TONUD,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Mailed check,96.65,1162.85,Yes,0-20
0506-LVNGN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),75.55,349.65,Yes,0-20
1262-OPMFY,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),75.75,655.9,Yes,0-20
5922-ABDVO,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Monthly,No,Mailed check,89.65,1761.05,Yes,0-20
8565-CLBZW,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Mailed check,89.85,2165.05,Yes,21-40
9961-JBNMK,Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),96.8,2030.3,Yes,21-40
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),99.5,6822.15,Yes,61-100
8949-JTMAY,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),98.6,2933.2,Yes,21-40
2519-FAKOD,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),99.25,3777.15,Yes,21-40
1591-NFNLQ,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Monthly,No,Credit card (automatic),80,4242.35,Yes,41-60
2612-RANWT,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),100.15,1164.3,Yes,0-20
7479-NITWS,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Credit card (automatic),89.35,631.85,Yes,0-20
5299-SJCZT,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),101.55,298.35,Yes,0-20
2984-MIIZL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),74.8,321.9,Yes,0-20
0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),79.9,343.95,Yes,0-20
7481-ATQQS,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Credit card (automatic),90.85,4515.85,Yes,41-60
4910-AQFFX,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),79.35,661.25,Yes,0-20
0504-HHAPI,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Monthly,No,Credit card (automatic),88.3,2467.75,Yes,21-40
3647-GMGDH,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),94.7,1914.9,Yes,21-40
3791-LGQCY,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),100.65,5688.05,Yes,41-60
3217-FZDMN,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),94.45,742.95,Yes,0-20
6101-IMRMM,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Mailed check,94.5,575.45,Yes,0-20
9050-QLROH,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Credit card (automatic),90.7,1597.25,Yes,0-20
6060-DRTNL,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Mailed check,84.85,415.55,Yes,0-20
0875-CABNR,Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Credit card (automatic),84.6,865.55,Yes,0-20
3565-UNOCC,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),99.05,2952.85,Yes,21-40
0871-URUWO,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),102.25,1359,Yes,0-20
9190-MFJLN,Male,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),95.9,1777.9,Yes,0-20
7739-LAXOG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Bank transfer (automatic),91.05,2954.5,Yes,21-40
6825-UYPFK,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),75.6,1758.6,Yes,21-40
4124-MMETB,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),94.65,2104.55,Yes,21-40
6641-XRPSU,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),70,2416.1,Yes,21-40
4883-QICIH,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),69.75,2347.9,Yes,21-40
5981-ITEMU,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),97.1,3706.95,Yes,21-40
8387-MOJJT,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),77.95,3384,Yes,41-60
4829-AUOAX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Bank transfer (automatic),96.05,4399.5,Yes,41-60
4911-BANWH,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),86.55,2697.4,Yes,21-40
3023-GFLBR,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Credit card (automatic),86.15,2745.7,Yes,21-40
9898-KZQDZ,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),94.55,3640.45,Yes,21-40
0397-GZBBC,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),93.85,5574.75,Yes,41-60
1596-BBVTG,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Credit card (automatic),75.35,2636.05,Yes,21-40
5373-SFODM,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.25,3132.75,Yes,21-40
9600-UDOPK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),94.05,2866.45,Yes,21-40
3269-ATYWD,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),95.65,3759.05,Yes,21-40
0148-DCDOS,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),94.7,2362.1,Yes,21-40
1732-VHUBQ,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),70.55,3309.25,Yes,41-60
2115-BFTIW,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Mailed check,70.95,1767.35,Yes,21-40
0617-FHSGK,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Credit card (automatic),75.2,3678.3,Yes,41-60
5307-DZCVC,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),85.95,2628.6,Yes,21-40
0311-UNPFF,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),88.8,2274.35,Yes,21-40
3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),84.4,4116.15,Yes,41-60
3943-KDREE,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),74.95,1834.95,Yes,21-40
4971-PUYQO,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Mailed check,94.55,2724.6,Yes,21-40
0843-WTBXE,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,No,Bank transfer (automatic),85.45,4517.25,Yes,41-60
5959-BELXA,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),96.15,3019.25,Yes,21-40
2856-NNASM,Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Mailed check,89.55,3856.75,Yes,41-60
9286-DOJGF,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),74.95,2869.85,Yes,21-40
5389-FFVKB,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),80.3,2483.05,Yes,21-40
1041-RXHRA,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),70.25,2868.05,Yes,41-60
8155-IBNHG,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),75.4,1747.85,Yes,21-40
8685-WHQPW,Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),74.4,1692.6,Yes,21-40
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Mailed check,95,655.5,Yes,0-20
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),70.9,273,Yes,0-20
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,74.45,1145.7,Yes,0-20
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Bank transfer (automatic),84.5,662.65,Yes,0-20
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),80.25,846,Yes,0-20
6227-HWPWX,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),69,994.8,Yes,0-20
1342-JPNKI,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),86.05,834.1,Yes,0-20
9576-ANLXO,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),69.55,222.3,Yes,0-20
2276-YDAVZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),75.1,270.7,Yes,0-20
3643-AHCFP,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),95.6,644.35,Yes,0-20
6680-WKXRZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),74.4,215.8,Yes,0-20
1236-WFCDV,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Credit card (automatic),90.45,1266.1,Yes,0-20
2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),89.55,185.55,Yes,0-20
6166-ILMNY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),69.75,144.55,Yes,0-20
8999-BOHSE,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Bank transfer (automatic),89.7,1047.7,Yes,0-20
9866-QEVEE,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),86,1532.45,Yes,0-20
8519-IMDHU,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),85.6,1345.55,Yes,0-20
5357-TZHPP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),84.4,732.5,Yes,0-20
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),74.4,896.75,Yes,0-20
5442-XSDCW,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),79.5,868.5,Yes,0-20
3198-VELRD,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),84.75,264.85,Yes,0-20
3096-IZETN,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Bank transfer (automatic),78.1,947.3,Yes,0-20
3074-GQWYX,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),75.9,357.75,Yes,0-20
3106-ULWFW,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.2,627.4,Yes,0-20
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,74.4,527.9,Yes,0-20
5931-FLJJF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,70.1,467.55,Yes,0-20
3211-ILJTT,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),70.4,1214.05,Yes,0-20
5908-QMGOE,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),74.2,1133.9,Yes,0-20
4277-PVRAN,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),80.1,679.3,Yes,0-20
5028-GZLDO,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Credit card (automatic),70.7,140.7,Yes,0-20
2608-BHKFN,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),70.05,266.9,Yes,0-20
2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),80.45,583.45,Yes,0-20
3387-VATUS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),94.85,462.8,Yes,0-20
0611-DFXKO,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Mailed check,89,1820.45,Yes,0-20
7410-YTJIK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Mailed check,75.45,480.75,Yes,0-20
2815-CPTUL,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,70.25,331.9,Yes,0-20
7395-IGJOS,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Bank transfer (automatic),81.5,1329.2,Yes,0-20
6015-VVHHE,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),83.15,446.05,Yes,0-20
6347-DCUIK,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,74.15,811.8,Yes,0-20
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,75.45,158.4,Yes,0-20
3834-XUIFC,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Mailed check,85.2,602.55,Yes,0-20
6221-AVQYL,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),73.25,131.05,Yes,0-20
5569-KGJHX,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),85.35,754.65,Yes,0-20
4706-AXVKM,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),84.8,906.85,Yes,0-20
9540-JYROE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,70.1,551.35,Yes,0-20
2260-USTRB,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),70.2,115.95,Yes,0-20
5899-MQZZL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,75,999.45,Yes,0-20
9025-AOMKI,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),93.55,536.4,Yes,0-20
4652-NNHNY,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),73.85,1284.2,Yes,0-20
2860-RANUS,Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.8,1727.5,Yes,0-20
3677-TNKIO,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),71,914,Yes,0-20
2114-MGINA,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Mailed check,89.8,1129.1,Yes,0-20
7571-YXDAD,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Credit card (automatic),74.9,147.15,Yes,0-20
3006-XIMLN,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),94.2,193.8,Yes,0-20
3070-DVEYC,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Mailed check,73.75,545.15,Yes,0-20
5380-AFSSK,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Mailed check,93.9,486.85,Yes,0-20
7912-SYRQT,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),75.1,552.95,Yes,0-20
1268-ASBGA,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.35,1375.15,Yes,0-20
8943-URTMR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Mailed check,79.65,152.7,Yes,0-20
0947-IDHRQ,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Mailed check,80.3,526.7,Yes,0-20
8485-GJCDN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Mailed check,69.05,318.5,Yes,0-20
9095-HFAFX,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),81,389.6,Yes,0-20
3755-JBMNH,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),71.8,1167.8,Yes,0-20
3799-ISUZQ,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),69.95,529.5,Yes,0-20
